Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Cercle Culturel Gerty Archimède,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,15.997011,-61.730045,25 rue Maurice Marie-Claire,97100#Basse-Terre,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-03-19,#https://guadeloupedia.fr/loisirs/decouvrez-le-cercle-culturel-gerty-archimede/,,"Ce cercle culturel entretient la mémoire et l’œuvre de Gerty Archimède (1909-1980),  1ère femme avocate (1939) et député (1946) des Antilles. Femme de conviction, elle lutta pour l’éducation et l’émancipation de la femme guadeloupéenne.",https://data.datatourisme.fr/13/7958c2e7-2095-3e3c-adc3-2f667274a92e
Akropark,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#AdventurePark,16.169389,-61.629866,Cabout Petit-Bourg Chemin de valombreuse,97170#Petit-Bourg,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2026-01-29,#http://www.akropark.fr/<>https://ticket.akropark.fr/,,Découvrez l’Akropark à Petit-Bourg pour une aventure exaltante ! Escaladez et balancez-vous d’arbre en arbre dans un cadre naturel époustouflant. Parfait pour les amateurs de sports de grimpe et d’accrobranche.,https://data.datatourisme.fr/13/7ab660a0-27fe-35ee-9c1d-3a715df7dab8
Enokoe,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.236185,-61.559776,ZI Jarry 36 rue de la Chapelle,97122#Baie-Mahault,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-29,#https://www.enokoe.com/,,"Découvrez Enokoe, un restaurant unique en son genre, niché dans un cadre exceptionnel avec vue sur la mer et un style industriel chic.",https://data.datatourisme.fr/13/1eb5cb85-8c34-35fc-b538-bc7b2ad2ce78
Rocher De Malendure,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.169931,-61.777029,Quartier Pigeon Malendure,97125#Bouillante,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-30,#https://www.lerocherdemalendure.com/,,"Perché au-dessus de la plage de Malendure à Bouillante, Le Rocher de Malendure offre une vue imprenable sur les îlets Pigeon et la mer des Caraïbes.",https://data.datatourisme.fr/13/1cc81e11-65d0-3170-802d-ef78f874228a
La Case A Fernand,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.473283,-61.507548,107 Rue Victor Schoelcher,97121#Anse-Bertrand,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2024-12-09,#,,"Situé en bord de mer avec une vue imprenable sur l'Atlantique, cet établissement chaleureux vous accueille avec un service attentionné, même tardivement.",https://data.datatourisme.fr/13/8204fa08-e58d-3850-8c7b-8c4edaaa90ef
L'Eddys Papillon,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.131519,-61.770058,Rue Abel Racon,97125#Bouillante,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-30,#,,"Ce restaurant, idéalement situé en bord de route avec une terrasse offrant une vue imprenable sur la mer, se distingue par son accueil chaleureux et sa cuisine savoureuse.",https://data.datatourisme.fr/13/89a38239-eedd-309d-82f3-e73b57c7aed9
La Touna,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.168064,-61.776115,Pigeon Malendure,97125#Bouillante,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-06-27,#https://www.la-touna.com/,,La Touna – Restaurant Bistronomique à Bouillante,https://data.datatourisme.fr/13/8a7477aa-e6f1-3b84-ba4b-5aed4ee9702d
Kawak Beach Bar Restaurant,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.148979,-61.774902,Plage Anse à Sable Rue de l’abbé,97125#Bouillante,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2026-01-19,#https://www.lesgaletsrouges.com/en/le-restaurant-des-galets-rouges/kawak-les-galets-rouges-restaurant/,,Kawak – Beach Bar & Restaurant emblématique aux Galets Rouges,https://data.datatourisme.fr/13/9171a7ac-3153-3d2c-b2ab-b9a4380cf288
L'Authentic,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.235256,-61.557304,3 Impasse Jean Marie Jacquard ZI Jarry,97122#Baie-Mahault,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-29,#https://restaurant-lauthentic.com/about,,"L'Authentic est bien plus qu'un simple restaurant, c'est une véritable escapade culinaire pour tous les passionnés de gastronomie française.",https://data.datatourisme.fr/13/99a9cc19-23d2-36a4-b93d-2dc8fec3c939
Labord’ Beach,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.4839,-61.501366,Plage de l'anse laborde,97121#Anse-Bertrand,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-29,#,,"Venez vous évader à LABORD'BEACH, un lieu accueillant et convivial, parfait pour des moments de détente, que ce soit en solo, en famille ou entre amis.",https://data.datatourisme.fr/13/df24a211-2855-39b6-a158-48444e8636a4
Cap Sud,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.240566,-61.554507,Boulevard de la Pointe Jarry Centre commercial le village de Jarry,97122#Baie-Mahault,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-06-27,#,,Quand la gastronomie s’invite au Bistro...vous allez apprécier.,https://data.datatourisme.fr/13/f188deb5-c6a3-33db-af80-04f600218192
La Badiane,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.168741,-61.630827,"Jardin de Valombreuse, route de la Grande Savane",97170#Petit-Bourg,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-12-15,#https://www.restaurantlabadiane.com/,,"Découvrez La Badiane à Petit-Bourg, un restaurant traditionnel où les saveurs authentiques se mêlent à une ambiance chaleureuse. Parfait pour une expérience culinaire mémorable. Venez savourer le meilleur de la cuisine locale!",https://data.datatourisme.fr/13/049ec6d4-da4e-3bc4-b8ec-32a368afc229
Au Coin De La Mangrove,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.477716,-61.505389,Port de pêche,97121#Anse-Bertrand,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2024-12-09,#,,Le restaurant Au Coin de la Mangrove vous invite à découvrir les saveurs authentiques de la cuisine créole dans un cadre idyllique.,https://data.datatourisme.fr/13/17578633-08bb-325d-a272-3e4364e2ad8e
Zoo de Guadeloupe - Parc Des Mamelles,http://schema.org/Zoo|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ZooAnimalPark|http://schema.org/LocalBusiness,16.1807,-61.751388,Parc des Mamelles - Route de la traversée Zoo de Guadeloupe,97125#Bouillante,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2026-01-29,#https://www.zoodeguadeloupe.com/,,Zoo de Guadeloupe - Une immersion au cœur de la biodiversité tropicale,https://data.datatourisme.fr/13/30d3a6c6-bc0c-3791-9a8e-fb36796ef48d
Hippopotamus,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.264636,-61.513089,Centre Commercial MILENIS,97139#Les Abymes,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-29,#https://restaurants.hippopotamus.fr/hippopotamus-steakhouse-3734111ee430,,"Hippopotamus, spécialiste de la viande de bœuf depuis 1968

Depuis 1968, Hippopotamus s’est affirmé comme le spécialiste de la viande de boeuf.",https://data.datatourisme.fr/13/39c46bb5-0e7d-3dd5-8ce2-b0b7aa243c1b
Midi Jardin,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.242089,-61.55893,Boulevard de Houelbourg Jardins de Houelbourg,97122#Baie-Mahault,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-30,#,,"Découvrez Midi Jardin, l’adresse incontournable pour un repas d’affaires réussi en Guadeloupe.",https://data.datatourisme.fr/13/4150f4b4-1be7-39e8-bdf6-74a34d708c89
L'Ardoise,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.244666,-61.568283,Immeuble Magic ZI De Jarry Rue Jean Gothland Et Rue Hubert Jasor,97122#Baie-Mahault,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-01-15,#https://bookings.zenchef.com/results?rid=370051&pid=1001&isPreview=1<>https://fr-fr.facebook.com/lardoisefishbar,,"Situé au cœur d’un cadre accueillant, L’Ardoise Burger et Fish Bar est l’adresse idéale pour les amateurs de cuisine moderne et inventive en Guadeloupe.",https://data.datatourisme.fr/13/4c64ce7e-fd2e-35f5-bd71-312f3fe2be60
Le VanCliff,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.238808,-61.565506,Immeuble Oklahoma - Rue Nobel - ZI de Jarry,97122#Baie-Mahault,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-30,#,,"Évadez-vous de l'agitation de Jarry le temps d'un repas au Vancliff, un restaurant semi-gastronomique qui vous offre une parenthèse de calme et de raffinement depuis 2017.",https://data.datatourisme.fr/13/82bc1404-4b5e-382e-bb4c-5a58f4c497b7
Chez Coco,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.487064,-61.44201,Porte d'enfer,97121#Anse-Bertrand,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2024-12-09,#,,"Chez Coco, restaurant créole situé sur la plage de la Porte d'Enfer, offre une expérience unique avec des repas servis les pieds dans le sable.",https://data.datatourisme.fr/13/90f64019-25d4-396c-84cb-fb0edea13b46
Chez Zezette,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.190388,-61.592884,23 Rue Main Courante,97170#Petit-Bourg,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-01-15,#http://zezetteetpoupouille.free.fr/,,"Découvrez Chez Zezette à Petit-Bourg, un restaurant traditionnel où les saveurs locales enchantent à chaque bouchée. Goûtez à l'authenticité dans une ambiance chaleureuse.",https://data.datatourisme.fr/13/94c39095-1f55-30cd-ae36-430166ca6235
Paradise Kafé,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.305571,-61.794861,83 N2 Boulevard des poissonniers,97126#Deshaies,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-30,#,,"Restaurant bord de mer aux saveurs Gwad'Asiatik produits d'ici, epices d'asie (bo bun, khao pad, Tom yum, chow mein, ...), dans le bourg de Deshaies.""les pieds dans l'eau"". ambiance musicale et décontractée",https://data.datatourisme.fr/13/9f7effd5-f9f3-35f6-9626-5d2833177c69
La Ferme Ti Bou,http://schema.org/Zoo|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ZooAnimalPark|http://schema.org/LocalBusiness,16.214843,-61.596261,La ferme ti bou arnouville RTE Arnouville chem Cafeiere,97170#Petit-Bourg,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-03-06,#http://www.lafermetibou.com/,,"Piscine, jeux aquatiques, structure gonflable, kart à pédale, petit vélo, trampoline, pédalo, grand toboggan (plus de 8 ans), la pyramide (visite du parc animalier offerte) ;",https://data.datatourisme.fr/13/caca33eb-6db3-36be-8de3-8e4b5489b7f2
O Z'épices,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.133938,-61.769791,Chemin communal 14 Lieu dit FALAISE,97125#Bouillante,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-07-01,#,,Plongez au cœur de la gastronomie antillaise revisitée dans ce restaurant où le talentueux chef Jimmy Bibrac vous invite à un voyage culinaire unique. Fraîcheur des plats et cuisine maison garanties par le label Maître Restaurateur.,https://data.datatourisme.fr/13/d63f8944-d936-3a89-8837-527a86806a96
Au Coin Des Bons Amis,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.483724,-61.501685,Plage de l'Anse Laborde,97121#Anse-Bertrand,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-02-17,#https://www.facebook.com/p/Restaurant-Au-Coin-Des-Bons-Amis-100066616282074/,,"Le restaurant Au Coins Des Bons Amis vous propose une cuisine créole (accras, boudin créole, poulet grillé, poisson grillé…). Le restaurant se situe au bord de la plage de l’Anse Laborde.",https://data.datatourisme.fr/13/074a2455-8fb7-3a6f-a46b-60a5a39ab7d8
Hippodrome St-Jacques,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Racetrack|http://schema.org/LocalBusiness,16.48435,-61.463419,Hippodrome De Saint-Jacques Section Massioux,97121#Anse-Bertrand,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-01-23,#,,"L'hippodrome de Saint-Jacques, situé dans la campagne de Massioux, accueille chaque dimanche de décembre à août des passionnés de courses hippiques et de paris.",https://data.datatourisme.fr/13/08abff57-5cce-3799-bf31-3cf6afb1e926
Moulin de Beaufond,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Mill|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,16.464224,-61.488837,Nationale 8 section lacroix,97121#Anse-Bertrand,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-07-17,#https://www.ot-ansebertrand.fr/spip.php?article88#:~:text=Anse-Bertrand%20est%20connue%20pour%20abriter%20sur,,"Partez sur les traces du patrimoine guadeloupéen avec le moulin de Beaufond, l’un des joyaux d’Anse-Bertrand.",https://data.datatourisme.fr/13/1115f698-6f4b-3d2d-b003-96e857f2b369
Habitation la Mahaudière,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Mill|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,16.4333,-61.4167,Route de l'esclave Sortie de la Section Campêche,97121#Anse-Bertrand,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-09-04,#https://www.cg971.fr/lieu/habitation-la-mahaudiere/,,"La Mahaudière, ancienne habitation sucrière du 18ème siècle située à Anse-Bertrand, est un site patrimonial remarquable de 11 hectares.",https://data.datatourisme.fr/13/70c2fd3a-b87b-3836-9e56-77ccfd94bfb6
Jardin Botanique de Basse-Terre,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#ParkAndGarden|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/Park,15.997769,-61.723938,57 Chemin de Circonvallation,97100#Basse-Terre,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-06-06,#,,"Créé en 1820 sur les bases de la propriété Trianon, ce Jardin Botanique est le plus ancien de la Guadeloupe. Il abrite une grande variété d’espèces d’arbres et de plantes d’origines diverses et se veut un espace de détente mais aussi de découverte.",https://data.datatourisme.fr/13/79cde7e1-f0c2-3494-a460-84d6e52a1c33
Jardin Botanique De Valombreuse,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#ParkAndGarden|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/Park,16.169225,-61.630655,"Chemin de Valombreuse, Cabout",97170#Petit-Bourg,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2026-01-29,#https://www.valombreuse.com/<>https://ticket.valombreuse.com/,,"Valombreuse, le plus grand jardin botanique de Guadeloupe",https://data.datatourisme.fr/13/83764031-231a-3570-8808-7837ba13de42
La Cantina,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.235189,-61.557816,488 rue de la Chapelle - Immeuble Xerox Zone Industrielle de Jarry,97122#Baie-Mahault,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-01-23,#,,"La Cantina vous propose ses spécialités de Viandes et de Poissons à la plancha, en formules ou à la carte, dans un cadre ""Brasserie contemporaine"" climatisée avec vue mer. Le Restaurant peut être privatisé les autres soirs pour vos événements.",https://data.datatourisme.fr/13/9e0549d8-0658-3ac0-b1fa-a396335df69e
La Maharani,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.237352,-61.574776,zac Houelbourg Sud,97122#Baie-Mahault,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-29,#,,"Situé au cœur de la ville, La Mahrani est un restaurant indien de renom qui promet une expérience culinaire inoubliable aux amateurs de cuisine authentique.",https://data.datatourisme.fr/13/e7cd4f0c-852c-3fe1-9e85-1151ed4c6783
Au Plaisir Des Marins,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,15.954133,-61.318931,Marie Galante 205 Lieu Dit Chalet,97134#Saint-Louis,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-01-29,#https://auplaisirdesmarins.com/,,"Le restaurant Au Plaisir des Marins est un établissement typique situé à Marie-Galante, dans le secteur de Chalet, à Saint-Louis. Implanté sur la plage d'Anse Canot, il propose une expérience gastronomique à ne pas manquer.",https://data.datatourisme.fr/13/69587397-31ea-3300-87e3-dddbc0bc0bcf
L'Anklô La,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,15.954802,-61.273143,4 barre de l'île  entrée de pélisson,97134#Saint-Louis,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-07-03,#,,"L'Anklô La est un restaurant pittoresque situé au cœur de Marie-Galante, dans un jardin luxuriant, où vous pourrez savourer une cuisine traditionnelle mettant en valeur les produits locaux.",https://data.datatourisme.fr/13/a6a9986f-f96d-31fe-88f2-720a37dba6f2
Chez Henri,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,15.951759,-61.32028,8 avenue des caraïbes,97134#Saint-Louis,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-01-23,#https://www.chezhenri.net/,,"Chez Henri à Marie-Galante offre une expérience culinaire unique alliant saveurs créoles et provençales à savourer les pieds dans le sable. Situé à Saint-Louis, dans un cadre idyllique en bord de mer.",https://data.datatourisme.fr/13/c7d63f5f-0e1b-3236-b6b6-5551d09c5b0c
Chez Sylvie,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.173042,-61.776516,Bouillante-Village plage de Malendure,97125#Bouillante,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-29,#,,"Situé sur la plage de Malendure à Bouillante, le Marché des Iles vous propose une cuisine traditionnelle et faite maison. Parfait pour déguster de délicieux plats tout en savourant des cocktails XXL dans un cadre idyllique face à la mer.",https://data.datatourisme.fr/13/70b5fc06-df4a-345e-a362-28740c665d55
Le Fromager Chez Olga,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.160814,-61.775742,Fromager,97125#Bouillante,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-02-24,#,,"Le Fromager Chez Olga à Fromager, Bouillante, propose une délicieuse cuisine créole et traditionnelle dans une ambiance chaleureuse. Découvrez des plats authentique et traditionnel tout en profitant d'une vue magnifique sur la nature environnante.",https://data.datatourisme.fr/13/8faf8495-25ac-313d-8dee-5b51cf1d27f8
Les Délices Caraïbes,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.21278,-61.781794,Plage caraibes,97116#Pointe-Noire,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-07-03,#https://guadeloupe.net/restaurant/restaurant-delices-caraibes,,L’Escapade Gourmande Incontournable à Pointe-Noire,https://data.datatourisme.fr/13/b49c9a3b-3103-3fe2-a66e-08eb77ea6a2a
L'Atrium,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.163685,-61.772758,Centre commercial losteau - malendure,97125#Bouillante,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-29,#,,"À Bouillante, L'Atrium est le rendez-vous idéal pour des soirées mémorables, où l'art vivant et la convivialité se rencontrent. Ne manquez pas la paëlla savoureuse servie chaque samedi, un vrai festin qui ravira vos papilles !",https://data.datatourisme.fr/13/6716d546-944f-3859-90a2-a9c76ac203a8
Chez Dolmare,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,16.24972,-61.547726,Lauricisque port de pêche de Lauricisque,97110#Pointe-à-Pitre,,,Comité du Tourisme des Iles de Guadeloupe,Apidae Tourisme Scic SA - source : Apidae Tourisme,2025-04-29,#https://guadeloupe.net/restaurant/chez-dolmare,,"Situé sur le port de pêche de Lauriscique, Chez Dolmare est un incontournable de la cuisine créole, célèbre pour son poisson frais, son délicieux court-bouillon et sa large gamme de fruits de mer.",https://data.datatourisme.fr/13/b12b9752-4df6-3a6e-9a59-1e0363a06658
